review_text,stars
Excellent customer service and very knowledgeable of places to hangout in New York City.,5
Highly recommend. The free breakfast was pretty good.,5
Had an amazing time and very accessible for all NYC adventures. Highly recommend!,5
Good place a a decent price. Will definitely consider it again in the future,5
nice room and convenient location!,4
"Great location, nice staff, clean, right price for nyc",5
Walkable to Times Square. Friendly staff.,5
"6 years on Airbnb Rating, 5 stars , · August 2025 Comfortable bed loved the room thank you!",5
"The host doesnt appear to communicate with the hotel at all. concerns I've voiced to them they passed the ball and told me to call the hotel directly instead of managing it, it was always my responsibility to figure it out. housekeeping stole my sheet & then refused to look for it because it was also white, even though it was a completely different texture & thickness. I was told a manager would email or call me within 24 hours about compensation - NO ONE has. I told yhe host about it and they passed the buck & told me to call the hotel. I did 3 times and each time no one answered. I bring my own sheets for a REASON, I have photos of the stains on the sheets there but they dont seem to care. also they say they have ice on 3 floors, only 1 of the machines work. long wait for elevators. extremely disappointed with the lack of customer service & follow up",2
"Great location, great host. The hotel was a little dated but it has everything you need for the price. Would book again.",5
"Conveniently located, comfortable room. Very responsive host, good customer service. Decent breakfast. Would recommend.",5
"We loved the location, check-in experience and the room. The breakfast was excellent. We were impressed with the man that was making waffles for the guests. Great value!",5
"⭐️⭐️⭐️⭐️⭐️ A Perfect Stay in the Heart of NYC! I recently stayed at the Hampton Inn Times Square South and had a fantastic experience from start to finish. The location is unbeatable—just a short walk to Times Square, subway stations, and plenty of great restaurants and attractions. The staff were incredibly welcoming and helpful, always ready to assist with a smile. Our room was clean, comfortable, and surprisingly quiet considering the busy area. The beds were cozy, and the bathroom was spotless with good water pressure. Breakfast each morning was a great bonus—fresh, hot options with something for everyone. We also appreciated the free coffee and tea available throughout the day. If you’re looking for a convenient, comfortable, and affordable place to stay in Manhattan, this is it. Would definitely stay here again!",5
